S,K,r,t,vol,Value
1157.1,1351.51,0.0204,0.2219,0.1775,1.292
1226.12,1873.7,0.0205,0.9699,0.1662,0.5396
1512.34,1867.54,0.0244,1.2082,0.1472,17.5468
1228.4399,1911.54,0.0191,0.6301,0.1828,0.0941
1210.02,1792.74,0.0177,0.6603,0.206,0.9477
1791.86,1557.48,0.0148,0.7808,0.1847,277.9794
1518.27,1001.79,0.02,0.5452,0.1736,527.3616
1733.65,1489.91,0.0266,0.926,0.1976,308.7852
1889.35,1359.29,0.0217,0.0767,0.2174,532.3204
1587.72,1724.59,0.0135,1.0137,0.1542,54.8975
1728.71,1526.9,0.0157,0.6575,0.2016,247.9095
1207.6,1923.71,0.0262,1.2,0.162,0.6246
1074.17,1500.92,0.027,1.4027,0.2036,15.703
1857.78,1169.78,0.0253,0.9479,0.1407,715.7293
1404.08,1536.66,0.0185,1.3178,0.1646,67.994
1387.03,1985.71,0.0186,0.589,0.1728,0.292
1043,1865.65,0.022,0.6027,0.145,0
1327.5601,1132.12,0.0219,1.3589,0.1617,247.404
1883.9301,1362.2,0.0136,1.3973,0.1517,550.385
1013.61,1463.3199,0.0165,0.326,0.1896,0.0129
1395.62,1065.35,0.0208,1.1726,0.1574,359.4369
1063.42,1873.13,0.0279,0.9342,0.1709,0.0327
1133.78,1212.5601,0.0218,0.8384,0.1795,51.0278
1818.21,1111.74,0.0286,0.3425,0.1937,717.307
1224.98,1191.39,0.0248,0.537,0.1385,76.908
1581.89,1004.96,0.0197,0.5562,0.1427,587.8815
1541.98,1565.35,0.016,1.4493,0.1639,126.9699
1755.36,1357.05,0.0241,0.7397,0.1984,428.1403
1539.1,1080.26,0.0153,0.7918,0.2156,474.496
1209.08,1568.41,0.0155,0.4767,0.1561,0.4606
1966.64,1307.34,0.0184,0.6137,0.1922,674.168
1487.61,1749.35,0.0173,0.6384,0.1575,11.2577
1932.86,1329.1899,0.0244,0.3397,0.1916,614.6541
1690.05,1861.1801,0.0141,0.8411,0.1796,56.1261
1032.4399,1625.11,0.0168,0.3589,0.145,0
1119.87,1165.92,0.0214,0.411,0.1749,34.6272
1509.98,1061.77,0.0175,0.9068,0.1423,465.097
1048.17,1015.88,0.0246,1.1151,0.1552,100.5956
1677.5601,1645.6899,0.0221,0.2932,0.1676,82.7548
1183.83,1764.27,0.0236,1.2849,0.2144,9.6853
1054.8199,1443.6,0.0253,1.4192,0.1634,8.0665
1694.53,1328.22,0.0254,1.3699,0.1829,425.9804
1950.53,1827.13,0.025,1.4411,0.1926,280.7892
1872.28,1685.34,0.0188,0.8055,0.2084,263.9242
1454.28,1947.87,0.025,1.2603,0.1671,11.5908
1787.25,1335.15,0.0243,0.9452,0.2052,489.863
1057.09,1099.1899,0.0227,1.4274,0.1611,77.7326
1523.55,1506.59,0.0145,0.7096,0.1678,102.062
1369.67,1371.04,0.013,0.9041,0.2289,125.5243
1840.9301,1642.91,0.0271,0.4877,0.1912,240.3374
1657.08,1753.9301,0.0258,0.5425,0.1449,41.1227
1355.84,1445.11,0.0149,0.1315,0.1913,9.4005
1158.59,1598.42,0.016,1.4274,0.185,12.0183
1585.97,1505.24,0.0272,1.3644,0.1712,200.39
1411.35,1086.3101,0.0253,0.7096,0.1686,345.958
1451.61,1310.79,0.0152,1.211,0.2244,232.4966
1046.83,1119.8101,0.0235,1.3808,0.1787,71.6244
1077.98,1151.4301,0.0155,0.9616,0.171,49.0904
1778.5699,1784.89,0.0194,0.2767,0.1808,68.2972
1991.95,1209.38,0.0263,0.0822,0.1692,785.1816
1550.1801,1295.15,0.0192,0.063,0.2071,256.5985
1057.13,1864.52,0.019,0.3315,0.1964,0
1062.15,1072.38,0.0207,1.2384,0.1767,91.2298
1740.95,1995.7,0.019,0.7041,0.1937,38.8082
1146.37,1370.1,0.0133,1.1452,0.1688,22.3955
1557.54,1809.35,0.0205,0.2438,0.1673,1.9575
1707.08,1596.3,0.0122,0.2849,0.1695,134.675
1780.11,1476.6899,0.018,0.6027,0.1909,329.4052
1196.91,1241.6899,0.0241,0.1699,0.2098,23.9698
1766.65,1610.75,0.0282,0.6,0.2024,220.3021
1846.87,1069.61,0.0254,1.2575,0.1627,810.9359
1492.65,1364.5601,0.0171,0.9644,0.1386,174.3479
1118.98,1973.95,0.0199,0.9534,0.171,0.0329
1134.59,1681.61,0.0248,0.2164,0.1531,0
1100.33,1661.3,0.0159,0.9753,0.1713,0.7285
1797.95,1979.9399,0.0128,0.6247,0.1583,33.1218
1807.28,1063.52,0.0208,0.8274,0.1851,761.9417
1733.5699,1301.0601,0.0269,1.4877,0.1385,485.9948
1618.54,1137.0699,0.0215,0.9123,0.1945,505.6327
1635.9,1704.96,0.0192,0.8959,0.175,90.4555
1305.95,1455.28,0.0209,0.2767,0.2228,16.5424
1867.23,1442.53,0.0144,0.4356,0.1793,434.5646
1381.65,1749.9,0.0179,1.2849,0.1868,26.6275
1701.25,1186.42,0.0219,0.3205,0.1763,523.1317
1730.41,1308,0.0199,0.9534,0.1907,453.3474
1930.05,1351.9399,0.0199,1.1123,0.1824,610.5539
1745.8199,1880.72,0.0167,1.4904,0.1805,116.5519
1428.03,1288.88,0.0228,0.2575,0.2219,159.9111
1439.23,1509.91,0.025,1.0466,0.1772,89.9986
1516.7,1875.79,0.0182,0.3945,0.1752,2.1576
1240.02,1429,0.0213,0.926,0.1573,23.6542
1223.89,1797.8,0.0144,0.3616,0.203,0.045
1456.04,1944.37,0.0228,0.0521,0.1501,0
1781.4,1539.29,0.0254,0.1452,0.1399,247.8152
1612.98,1953.4,0.0244,0.1836,0.22,1.2063
1954.5,1872.66,0.0238,0.4356,0.1515,136.3938
1141.37,1505.49,0.0212,0.8986,0.2028,10.3682
1047.34,1374.47,0.0184,0.2603,0.1981,0.1378
1130.02,1562.37,0.0146,1.1288,0.1647,3.6518
1677.88,1250.1,0.0176,1.1562,0.1996,462.6555
1114.55,1863.75,0.0113,0.463,0.2021,0
1666.03,1498.35,0.0145,1.0685,0.1948,243.4938
1119.9301,1554.8101,0.0135,1.3288,0.1525,3.5723
1628.86,1197.03,0.016,0.6767,0.189,446.3091
1425.5601,1981.6,0.0192,1.4411,0.134,3.1103
1126.65,1441.01,0.0204,0.1315,0.1334,0
1771.86,1810.65,0.0222,0.8986,0.1816,120.121
1453.36,1213.75,0.0171,0.6027,0.1805,259.4314
1976.9301,1379.12,0.0281,0.6164,0.2013,622.2071
1415.48,1223.75,0.0218,1.4082,0.1593,251.7725
1182.1899,1931.53,0.0186,0.6658,0.1586,0
1692.83,1487.08,0.0214,0.3479,0.213,230.3939
1195.6,1149.64,0.0196,1.4822,0.1705,140.0149
1625.22,1187.21,0.0226,0.7863,0.1948,461.3976
1651.39,1131.37,0.0239,0.7644,0.1711,540.7518
1518.59,1093.51,0.0263,0.8493,0.1633,449.8732
1954.8101,1725.34,0.0263,0.2685,0.1681,245.7352
1814.42,1569.5,0.0145,0.5041,0.1733,267.0064
1230.91,1877.03,0.0199,1.074,0.1592,0.6184
1716.23,1952.28,0.0202,1.1836,0.155,49.4752
1745.9399,1392.92,0.0131,0.8,0.178,375.0151
1116.79,1834.28,0.0264,1.4356,0.1739,1.4112
1520.0699,1278.92,0.0153,0.5342,0.1872,259.7547
1919.95,1528.55,0.017,0.0301,0.1684,392.1819
1100.42,1559.17,0.0197,1.2685,0.1881,7.5112
1100.64,1748.97,0.0134,0.2521,0.2053,0
1712.88,1231.63,0.0132,1.3425,0.1659,506.7343
1097,1286.49,0.0206,0.5342,0.1495,5.1036
1261.62,1766.62,0.0216,0.874,0.1875,3.5688
1378.21,1212.78,0.0166,0.4658,0.1405,179.086
1894.99,1304.5601,0.0276,0.0301,0.1741,591.5133
1281.96,1892.42,0.019,0.5233,0.2196,0.6803
1106.65,1459.1899,0.0228,0.8055,0.163,2.8585
1465.0699,1834.92,0.0122,1.3425,0.2015,38.3771
1590.5,1382.54,0.0201,1.4,0.1809,284.6768
1561.22,1167.9301,0.019,1.1178,0.1845,423.9134
1318.33,1497.79,0.0271,1.1507,0.196,61.1407
1889.47,1262.66,0.021,0.6932,0.1927,645.4108
1558.87,1056.4399,0.0275,1.3507,0.1671,542.1487
1307.26,1793.01,0.0203,0.6986,0.1938,2.9742
1806.99,1425.92,0.0206,1.1425,0.1597,421.7014
1551.74,1259.48,0.0177,1.0301,0.1864,329.6921
1841.79,1763.84,0.0177,0.0767,0.1472,84.5051
1663.09,1759.1801,0.02,1.2685,0.2007,127.3467
1382.38,1485.35,0.0227,1.2904,0.1657,78.4833
1333.66,1533.22,0.0204,1.1151,0.2064,57.4668
1060.04,1679.59,0.0174,0.6247,0.1916,0.0849
1276.6,1572.61,0.0269,0.1699,0.171,0
1675.55,1381.7,0.0188,1.389,0.161,346.9274
1957.8199,1314.15,0.0199,1.3699,0.2128,685.9874
1960.4,1356.49,0.0185,0.3507,0.1482,612.6826
1284.9301,1207.24,0.0161,0.1918,0.1924,94.186
1310.7,1800.1,0.0217,0.4055,0.2247,1.1694
1097.02,1683.15,0.019,0.6603,0.1859,0.1807
1212.47,1115.89,0.0153,0.7425,0.1642,133.8483
1548.87,1807.89,0.013,0.5425,0.1842,15.829
1327.08,1670.79,0.0237,1.2356,0.2152,39.0789
1733.61,1649.8101,0.0219,0.9726,0.2113,206.1456
1455.61,1188.33,0.021,1.1041,0.2081,316.6246
1137.2,1143.4301,0.0181,0.2027,0.1566,30.3322
1850.86,1184.73,0.0183,0.8274,0.1666,684.0058
1768.9,1980.54,0.0238,0.4356,0.2136,35.323
1595.76,1604.12,0.015,0.1288,0.1416,28.7747
1061.09,1809.88,0.0209,0.1589,0.1697,0
1016.97,1559.28,0.0123,0.2082,0.1862,0
1882.52,1776.72,0.02,0.2521,0.1909,140.9782
1352.33,1834.05,0.0192,0.8548,0.1916,6.0057
1258.47,1183.5,0.0149,1.4932,0.1936,171.1971
1141.03,1553.77,0.0173,1.3479,0.2008,16.2759
1641.78,1802.8101,0.0253,1.4767,0.1497,80.4932
1055.1,1179.92,0.0156,0.9753,0.1715,33.1239
1828.39,1123.98,0.0212,0.863,0.1669,724.8199
1141.1899,1735.17,0.0221,1.4247,0.2038,7.8888
1861.09,1564.5,0.0135,0.6822,0.1886,326.5493
1691.08,1915.24,0.0226,0.0356,0.154,0
1515.4301,1427.53,0.0235,1.3644,0.2069,215.6335
1210.02,1493.67,0.014,0.9616,0.1521,8.64
1211.28,1136.79,0.0167,1,0.183,139.5567
1201.36,1175.8101,0.0221,1,0.1421,95.3253
1444.03,1029.99,0.0123,1.2356,0.2182,439.0316
1736.37,1808.33,0.0113,0.3288,0.2131,57.2877
1079,1742.15,0.0248,1.0356,0.1695,0.3109
1028.02,1600.36,0.0164,0.211,0.1914,0
1102.91,1959.99,0.0191,0.9863,0.1529,0
1477.27,1762.71,0.0244,1.1315,0.2111,54.0701
1676.11,1078.66,0.0147,0.6493,0.1801,607.7473
1910.98,1721.1801,0.025,0.1945,0.1821,203.3557
1579.4,1042.0601,0.021,0.3479,0.1693,544.9257
1979.77,1810.48,0.0186,0.463,0.1748,210.4072
1399.04,1398.0699,0.0196,1.1397,0.1768,120.6794
1934.91,1104.74,0.0215,0.3562,0.1904,838.5982
1043.86,1349.74,0.025,0.1479,0.1914,0
1252.84,1791.0699,0.0252,0.5315,0.1839,0.3115
1438.15,1333.99,0.0189,1.2548,0.1858,193.7989
1826.0601,1242.3101,0.0105,0.0685,0.1609,584.6432
1484.02,1408.73,0.0221,0.0192,0.1688,75.9184
1689.24,1695.25,0.0236,0.6904,0.2156,130.6985
1637.12,1479.99,0.0167,1.1288,0.182,233.3695
1499.17,1190.59,0.0143,0.5918,0.1782,321.5963
1689.36,1150,0.0224,1.0055,0.1852,566.2466
1237.41,1180.8101,0.0235,0.2959,0.1922,88.6052
1602.35,1717.72,0.022,0.5644,0.1732,46.3579
1854.3199,1962.33,0.0203,1.4137,0.1887,142.9025
1485.51,1612.91,0.0186,1.0521,0.1686,64.4523
1823.29,1838.12,0.0263,0.474,0.1775,92.1053
1062.29,1295.05,0.0278,0.6959,0.1846,10.7885
1823.8199,1666.98,0.027,1.4329,0.1728,277.3316
1218.6,1398.36,0.0209,1.3342,0.2001,60.9577
1022.28,1205.84,0.0173,0.263,0.1736,1.2995
1476.84,1654.1801,0.0201,0.0192,0.1432,0
1669.09,1401.27,0.0218,0.537,0.1662,289.0908
1489.64,1871.89,0.0214,1,0.1737,16.3311
1981.04,1536.46,0.0174,0.6082,0.1681,462.5703
1896.72,1009.76,0.018,1.3288,0.2121,911.2047
1527.52,1889.88,0.0172,0.0466,0.1825,0
1138.9,1116.8,0.0182,1.2685,0.2053,128.1416
1589.4,1311.98,0.0151,1.2438,0.1809,323.8508
1072.84,1677.04,0.0222,0.9808,0.175,0.5327
1209.34,1876.03,0.0281,0.526,0.1846,0.0383
1480.3,1637.3199,0.0199,0.9041,0.1423,34.473
1902.23,1509.5,0.0182,0.9671,0.1609,425.6372
1815.6899,1149.98,0.0153,1.0795,0.1705,684.8418
1244.53,1262.12,0.0184,1.4959,0.2065,132.6599
1785.73,1811.67,0.02,1.0685,0.1728,132.9149
1811.3199,1616.89,0.0159,1.2521,0.183,279.877
1604.71,1929.38,0.0204,0.9945,0.2261,53.38
1179.66,1000.37,0.0179,1.4877,0.1758,228.8255
1019.49,1095.24,0.0213,0.0521,0.1854,0.0637
1967.23,1398.36,0.0205,1.2685,0.1448,605.8794
1447.64,1100.99,0.021,1.2986,0.1934,387.0534
1124.77,1733.4,0.0193,1.4959,0.1847,4.5447
1822.64,1973.6801,0.0102,0.3616,0.178,28.3552
1951.22,1410.13,0.0195,0.7616,0.164,562.5683
1989.92,1663.64,0.02,0.5342,0.1318,345.5209
1550.26,1184.9301,0.0253,1.3014,0.2125,420.138
1747.36,1666.05,0.0211,1.2137,0.1676,195.2742
1697.05,1266.03,0.0171,0.3123,0.1744,437.8038
1874.09,1607.39,0.0194,1.3945,0.1931,356.9697
1333.76,1300.3101,0.0148,0.6603,0.1972,108.7123
1741.35,1577.9399,0.0208,0.3836,0.1493,185.1181
1162.91,1653.12,0.0163,0.463,0.1738,0.0822
1349.09,1741.63,0.0195,0.7534,0.2058,11.1302
1056.99,1137.24,0.0203,0.874,0.1577,38.202
1882.17,1504.5601,0.0229,0.9151,0.1562,414.072
1253.29,1097.36,0.021,1.2356,0.1699,208.3888
1129.72,1273.21,0.0181,1.0795,0.1595,32.9389
1552.65,1506.3101,0.0248,0.7452,0.1652,128.0233
1361.66,1583.91,0.022,0.2438,0.2183,6.0663
1990.83,1479.17,0.0173,0.5068,0.228,527.733
1505.95,1134.55,0.0203,1.2329,0.1896,408.0396
1701.3101,1361.6899,0.0185,0.3808,0.2154,352.5537
1720.3,1999.91,0.0184,0.663,0.1719,21.863
1938.22,1299.1,0.0261,0.2658,0.1672,648.1012
1702.3199,1061.8101,0.0176,1.1205,0.211,662.6831
1478.23,1941.72,0.0254,0.9096,0.2003,14.3097
1331.55,1435.46,0.022,0.6712,0.1695,41.5302
1870.04,1693.45,0.0241,1.2493,0.2077,300.081
1487.34,1422.97,0.0172,0.7397,0.2032,147.1353
1250.3,1659.55,0.0209,0.0274,0.18,0
1136.26,1275.63,0.0173,0.211,0.1384,1.0079
1694.6899,1199.86,0.0267,0.9534,0.1677,525.9221
1032.8101,1795.96,0.0217,1.0877,0.194,0.3749
1322.88,1743.75,0.0179,1.463,0.2046,30.1067
1627.0699,1560.79,0.0172,0.2575,0.1408,90.4563
1626.21,1273,0.019,1.011,0.1598,382.2166
1023.25,1296.8101,0.018,0.9616,0.1944,13.4237
1736.6899,1628.96,0.0244,0.7836,0.1364,167.7836
1082.7,1689.65,0.0177,1.3068,0.1826,2.2233
1606.2,1550.13,0.0181,1.4493,0.1884,193.856
1015.23,1657.77,0.0171,0.1096,0.1829,0
1314.65,1096.49,0.0195,0.1068,0.2212,220.5685
1052.42,1872.5,0.0221,0.7151,0.1732,0
1975.66,1866.76,0.0248,1.326,0.1465,229.0893
1046.78,1055.41,0.0235,1.2767,0.1895,99.9813
1958.8101,1164.95,0.0213,0.6521,0.2105,809.9874
1090.37,1334.25,0.0155,0.9342,0.1845,16.0958
1396.88,1022.27,0.0157,1.2329,0.1622,396.9378
1496.75,1688.76,0.024,0.6164,0.1804,29.244
1197.1801,1730.89,0.0229,0.1973,0.1834,0
1739.9399,1267.58,0.0193,0.1151,0.2106,475.1728
1025.3199,1295.53,0.015,0.1863,0.196,0.0803
1194.1801,1107.45,0.0278,0.9808,0.1925,156.6857
1980.62,1959.41,0.0197,1.4,0.1684,194.199
1768.16,1536.08,0.0251,1.0767,0.177,302.2259
1931.48,1710.53,0.0161,0.3726,0.1374,235.3108
1777.67,1289.8,0.0154,0.0904,0.1673,489.6644
1729.74,1424.78,0.0164,0.989,0.1654,340.0788
1650.0699,1127.36,0.0297,1.1589,0.1502,561.2007
1772.75,1051.98,0.0237,0.2932,0.1519,728.0547
1304.78,1471,0.0181,0.0603,0.1357,0
1631.73,1001.1,0.0133,0.3288,0.1672,634.9983
1303.09,1356.1801,0.0188,0.4521,0.1966,50.7131
1715.35,1631,0.016,0.2658,0.1778,116.8152
1111.39,1721.15,0.0175,0.8274,0.1524,0.0604
1187.25,1502.88,0.0139,1.3781,0.1819,22.8016
1071.39,1817.5699,0.022,1.4027,0.1423,0.1026
1606.14,1800.67,0.0258,0.811,0.1734,44.3463
1921.0699,1273.49,0.0147,1.4274,0.1798,676.7398
1960.28,1089.96,0.0169,1.2795,0.1825,893.7717
1394.51,1221.6899,0.013,1.4055,0.1632,226.0766
1204.47,1602.4399,0.0197,0.1671,0.1728,0
1860.23,1336.76,0.0251,0.6658,0.1883,546.601
1120.58,1188.3101,0.0133,0.0301,0.1904,0.2186
1804.28,1878.01,0.0165,1.1178,0.1855,123.6317
1788.66,1251.75,0.0209,1.1671,0.1631,568.4764
1968.29,1265.66,0.0286,0.011,0.1681,703.0281
1583,1767.21,0.0181,1.011,0.1772,56.9249
1255.5601,1842.45,0.0254,1.1151,0.1887,4.4377
1716.5699,1412.66,0.0144,0.2658,0.1935,310.6103
1554.83,1844.87,0.0252,0.7973,0.1807,25.3586
1242.49,1074.04,0.0188,0.0849,0.201,170.2622
1036.62,1792.3199,0.0118,0.0466,0.1787,0
1356.28,1251.97,0.0134,1.3068,0.2024,192.4855
1641.05,1450.4399,0.0157,0.7233,0.1873,233.9594
1092.64,1652.09,0.019,0.5973,0.1763,0.0808
1725.76,1275.03,0.022,0.3041,0.1652,459.2419
1760.48,1990.21,0.0273,1.3205,0.158,68.1447
1092.83,1992.5601,0.015,1.1233,0.1955,0.2164
1710.05,1793.63,0.0217,0.2301,0.1837,30.1255
1863.21,1723.75,0.0184,1.1452,0.2091,260.9748
1275.78,1729.72,0.0217,0.0438,0.1426,0
1917.7,1806.28,0.0188,1.0301,0.1812,220.4874
1988.71,1743.12,0.0145,0.7288,0.1786,290.4876
1872.98,1223.03,0.022,1.2192,0.1691,683.0146
1402.13,1032.8199,0.0272,0.8438,0.1874,394.9449
1811.63,1292.03,0.021,0.6329,0.2102,538.2833
1124.35,1650.28,0.0234,1.4986,0.1513,2.8274
1234.74,1024.38,0.0236,1.4247,0.1486,254.2205
1902.15,1249.9301,0.0188,0.0055,0.1565,652.3492
1955.97,1306.33,0.0198,0.5918,0.2101,665.2659
1848.84,1273.23,0.0176,1.0877,0.1859,602.0971
1905.71,1811.95,0.0158,0.6932,0.1925,183.3353
1160.55,1597.64,0.0257,0.4,0.1814,0.1477
1064.26,1302.37,0.0152,0.2247,0.1424,0.0283
1914.5699,1431.6,0.0234,0.5342,0.2198,503.7283
1992.52,1718.12,0.0151,1.1014,0.1845,341.6187
1793.48,1986.92,0.0205,0.0082,0.1453,0
1679.1801,1220.62,0.0158,0.5918,0.1745,470.3685
1828.8,1209.6899,0.0192,1.0986,0.2032,646.74
1673.08,1089.14,0.0138,1.3945,0.1932,607.5156
1507.92,1601.16,0.0181,0.3562,0.1676,28.5922
1719.37,1129.51,0.0155,0.4356,0.2008,597.4912
1838.05,1909.5601,0.0194,0.8575,0.1582,89.6389
1368.47,1000.77,0.0215,1.3562,0.1698,400.3051
1211.02,1224.38,0.0158,0.2849,0.1882,44.5319
1276.3199,1616.03,0.0201,1.4932,0.2157,45.9981
1162.48,1754.1801,0.0187,0.6795,0.1886,0.3575
1164.83,1523.85,0.0175,0.5753,0.1945,3.1113
1369.52,1319.27,0.0222,0.6329,0.2018,123.9845
1661.24,1926.3101,0.025,0.7041,0.1845,30.4509
1480.24,1340.51,0.027,0.0932,0.1887,143.9978
1485.17,1740.01,0.022,0.5781,0.1733,14.1522
1619.11,1855.38,0.0169,0.2603,0.1925,6.811
1701.96,1856.33,0.0213,0.7753,0.1658,52.2615
1661.88,1842.71,0.0233,0.9918,0.1533,50.1397
1011.32,1507.2,0.0187,1.3288,0.1352,0.5115
1623.78,1887.22,0.0195,1.4658,0.1678,58.9173
1289.77,1392.47,0.0229,0.1233,0.1832,4.3004
1754.7,1965.17,0.0202,1.2466,0.1865,84.726
1855.78,1975.39,0.0262,1.1205,0.1791,113.4172
1185.23,1882.37,0.0192,0.7808,0.1435,0
1176.3199,1102.17,0.0236,1.1973,0.1972,157.8273
1217.14,1645.71,0.0185,0.6822,0.2117,5.0087
1983.5699,1852.16,0.02,1.3288,0.1702,254.8803
1602.23,1799.63,0.0141,1.1288,0.1777,59.7684
1020.49,1274.5699,0.0236,1.1753,0.1773,17.529
1403.14,1508.64,0.021,1.4301,0.1802,94.8395
1884.13,1418.33,0.0245,1.0438,0.1872,508.4537
1279.99,1917.15,0.0209,0.3726,0.155,0
1685.25,1811.0699,0.0269,1.0356,0.1732,86.7495
1296.53,1067.95,0.0178,1.1507,0.1812,265.6163
1493.1801,1293.6,0.0146,1.0877,0.2194,265.1425
1589.55,1410.52,0.0137,1.2137,0.2215,267.4463
1784.55,1866.0601,0.0275,1.4986,0.1377,116.6198
1495.38,1680.39,0.0196,0.1315,0.2011,2.4511
1364.64,1952.14,0.0179,0.8767,0.2132,5.677
1977.13,1680.92,0.0138,0.4986,0.1686,315.2456
1480.2,1237.4301,0.0168,0.8466,0.1476,266.5788
1446.4301,1248.6,0.023,1.2767,0.1825,263.5577
1092.41,1988.26,0.0163,0.2027,0.1689,0
1323.53,1433.25,0.0188,1.3616,0.1676,73.1575
1528.73,1507.28,0.0202,0.6219,0.1761,105.0588
1929.38,1674.26,0.0242,1.4493,0.184,359.6551
1982.37,1131.99,0.0181,1.3507,0.1881,878.0877
1553.49,1504.24,0.0224,0.2932,0.1541,84.8759
1578.26,1932.5,0.0143,1.2027,0.1647,24.7244
1791.35,1061.1899,0.0138,1.1945,0.1893,747.908
1974.13,1014.75,0.0196,1.1096,0.17,981.2143
1495.08,1440.59,0.0232,0.0192,0.2123,56.1237
1715.42,1085.4301,0.0234,0.7342,0.1948,648.6249
1931.2,1668.49,0.0211,1.3507,0.1667,343.7402
1813,1684.9399,0.0173,1.1589,0.2087,248.7823
1989.0601,1827.0601,0.0145,0.3233,0.2095,199.8802
1262.16,1244.45,0.0164,0.4575,0.1597,68.1863
1533.9301,1613.64,0.0183,0.0219,0.1785,0
1471.83,1873.5699,0.0195,0.8274,0.1898,12.7836
1248.26,1364.66,0.0236,1.189,0.1802,66.2406
1822.67,1534.61,0.0141,1.4082,0.1865,357.1366
1555.04,1325.67,0.015,0.4219,0.1901,244.9846
1822.85,1009.9,0.0183,0.7123,0.1875,826.032
1466.9399,1698.7,0.0211,0.3397,0.1608,4.1824
1580.23,1818.28,0.0254,1.4822,0.1582,59.7998
1454.9301,1748.23,0.0125,1.1178,0.18,30.6525
1559.63,1987.0601,0.0216,0.7096,0.2111,14.81
1680.22,1996.97,0.0201,0.1726,0.1738,0.2971
1844.11,1335.76,0.0149,0.3781,0.1849,515.9519
1183.23,1292.76,0.0183,0.1151,0.1483,0.6718
1368.85,1677.6801,0.0147,1.3781,0.1524,21.2768
1873.37,1277.84,0.0261,0.0192,0.2123,596.1702
1846.4301,1095.89,0.0193,0.4247,0.1765,759.4861
1413.24,1541.61,0.0206,0.8438,0.1769,52.426
1352.28,1199.49,0.0223,1.2027,0.1822,218.2568
1341.26,1488.39,0.0159,0.8329,0.224,61.6697
1789.03,1016.71,0.0143,0.2685,0.164,776.2162
1026.22,1701.13,0.012,0.5014,0.1883,0
1698.5601,1930.96,0.0205,0.2301,0.1972,7.2155
1297.6899,1332.54,0.0269,1.2164,0.1462,87.159
1140.36,1816.05,0.0218,0.9534,0.1717,0.2954
1845.87,1804.83,0.0149,1.2904,0.2055,208.3497
1605.15,1276.9399,0.0186,1.0795,0.1671,361.9529
1734.8,1849.1801,0.017,1.337,0.1897,120.9189
1182.33,1652.1801,0.0163,0.3589,0.1886,0.0777
1622.59,1666.49,0.0249,1.0137,0.1606,103.4543
1450.15,1184.28,0.0206,1.3123,0.1811,315.5321
1532.39,1740.27,0.0236,1.2164,0.1731,59.1105
1807.23,1514.41,0.0221,0.0164,0.1911,293.3687
1267.95,1583.29,0.0159,0.5507,0.2051,7.7902
1214.23,1407.4301,0.0279,1.2055,0.1953,51.682
1817.38,1448.97,0.0129,0.9014,0.2077,402.6674
1564.54,1363.74,0.0203,0.3151,0.164,212.7484
1339.02,1788.9301,0.0239,1.211,0.2185,25.8176
1152.45,1524.08,0.0203,1.3726,0.179,15.2895
1573.08,1987.8199,0.0196,0.989,0.1815,18.0873
1957.87,1023.48,0.0252,0.5726,0.1731,949.0523
1772.75,1656.77,0.0221,0.9562,0.1682,202.3454
1716.16,1700.8,0.0185,0.7808,0.2121,147.476
1498.67,1516.77,0.026,0.5562,0.1934,87.632
1991.8101,1819.86,0.0216,0.9671,0.1863,267.0219
1870.35,1652.9399,0.0243,0.011,0.1686,217.8518
1724.88,1208.64,0.0156,1.1233,0.1314,537.4602
1118.48,1671.38,0.0216,1.4301,0.188,6.2032
1968.77,1972.66,0.0216,0.3699,0.1964,98.9032
1531.66,1039.45,0.0202,0.8301,0.1404,509.5282
1788.16,1688.79,0.0192,1.0877,0.1782,205.5883
1141.46,1640.9399,0.0221,0.874,0.1899,2.4142
1535.91,1735.86,0.0211,0.5342,0.1421,12.0874
1739.52,1327.36,0.0193,0.9534,0.1705,440.5583
1977.49,1168.16,0.0231,1.4849,0.1945,849.771
1070.46,1996.54,0.0191,1.1096,0.1876,0.092
1981.99,1288.22,0.0274,0.1699,0.1804,699.7531
1294.1801,1479.85,0.0152,1.2356,0.2205,69.3183
1748.13,1825.03,0.0194,0.2521,0.1703,31.8982
1061.67,1269.25,0.0197,1.2438,0.2186,44.5485
1784.25,1373.95,0.0253,1.3863,0.1585,464.4468
1797.62,1865.41,0.0203,0.9425,0.187,115.6005
1110.99,1504.67,0.02,1.3425,0.1901,13.9786
1033.98,1278.22,0.0151,0.0384,0.2032,0
1405.27,1693.3,0.0144,0.0082,0.1853,0
1887.96,1960.89,0.0199,0.7315,0.1603,83.5333
1054.54,1984.99,0.0191,1.4767,0.1803,0.27
1028.34,1208.8199,0.0207,0.6,0.1791,10.9765
1339.86,1043.22,0.0161,0.2877,0.1535,301.485
1216.66,1992.11,0.0143,1.2877,0.2055,2.758
1817.16,1440.75,0.0253,0.4,0.1858,392.2129
1411.9301,1207.9301,0.02,1.4493,0.2116,283.0319
1718.75,1199.84,0.0253,0.6192,0.1647,537.6592
1806.53,1966.04,0.0191,0.3096,0.166,18.4747
1763.65,1126.17,0.0202,1.1918,0.1489,664.3868
1321.39,1599.61,0.0213,1.1562,0.1856,32.3244
1525.48,1667.17,0.0263,0.5205,0.1807,35.8124
1776.46,1576.28,0.0144,1.3781,0.1439,263.2181
1931.22,1517.8101,0.0189,1.3068,0.1647,461.785
